message_id,message_text,expected_sentiment
711,"Здравствуйте, как вступить в программу лояльности?",neutral
712,"Здравствуйте, как я могу оставить официальную жалобу?",neutral
713,Куда отправить письменную жалобу по поводу рейса SU582?,neutral
714,"Здравствуйте, как я могу оставить официальную жалобу?",neutral
715,"Здравствуйте, как я могу оставить официальную жалобу?",neutral
716,Можно ли подать жалобу через мобильное приложение?,neutral
717,Подскажите процедуру рассмотрения жалоб пассажиров.,neutral
718,"Здравствуйте, как я могу оставить официальную жалобу?",neutral
719,"Здравствуйте, как я могу оставить официальную жалобу?",neutral
720,Куда отправить письменную жалобу по поводу рейса SU261?,neutral
721,Подскажите процедуру рассмотрения жалоб пассажиров.,neutral
722,Подскажите процедуру рассмотрения жалоб пассажиров.,neutral
723,"Здравствуйте, как я могу оставить официальную жалобу?",neutral
724,Подскажите процедуру рассмотрения жалоб пассажиров.,neutral
725,Можно ли подать жалобу через мобильное приложение?,neutral
726,"Здравствуйте, как я могу оставить официальную жалобу?",neutral
727,Можно ли подать жалобу через мобильное приложение?,neutral
728,Подскажите процедуру рассмотрения жалоб пассажиров.,neutral
729,"Здравствуйте, как я могу оставить официальную жалобу?",neutral
730,Какие сроки рассмотрения жалоб в вашей компании?,neutral
731,Какие сроки рассмотрения жалоб в вашей компании?,neutral
732,Подскажите процедуру рассмотрения жалоб пассажиров.,neutral
733,"Здравствуйте, как я могу оставить официальную жалобу?",neutral
734,Можно ли подать жалобу через мобильное приложение?,neutral
735,Какие сроки рассмотрения жалоб в вашей компании?,neutral
736,Можно ли подать жалобу через мобильное приложение?,neutral
737,Какие сроки рассмотрения жалоб в вашей компании?,neutral
738,Подскажите процедуру рассмотрения жалоб пассажиров.,neutral
739,Какие сроки рассмотрения жалоб в вашей компании?,neutral
740,Можно ли подать жалобу через мобильное приложение?,neutral
741,Можно ли подать жалобу через мобильное приложение?,neutral
742,"Здравствуйте, как я могу оставить официальную жалобу?",neutral
743,Очень довольна сервисом доставки багажа. Всё пришло вовремя.,positive
744,Спасибо большое за помощь с поиском моего багажа! Всё нашли быстро.,positive
745,Отличная работа службы багажа! Доставили чемодан в отель в течение 6 часов.,positive
746,Спасибо большое за помощь с поиском моего багажа! Всё нашли быстро.,positive
747,Багажная служба работает отлично! Нашли мой чемодан за 10 часа.,positive
748,Спасибо за профессиональную помощь с багажом на рейсе SU938!,positive
749,Багажная служба работает отлично! Нашли мой чемодан за 1 часа.,positive
750,Очень довольна сервисом доставки багажа. Всё пришло вовремя.,positive
751,Спасибо большое за помощь с поиском моего багажа! Всё нашли быстро.,positive
752,Очень довольна сервисом доставки багажа. Всё пришло вовремя.,positive
753,Спасибо большое за помощь с поиском моего багажа! Всё нашли быстро.,positive
754,Спасибо за профессиональную помощь с багажом на рейсе SU948!,positive
755,Багажная служба работает отлично! Нашли мой чемодан за 2 часа.,positive
756,Спасибо большое за помощь с поиском моего багажа! Всё нашли быстро.,positive
757,Благодарю за оперативное решение вопроса с поврежденным багажом.,positive
758,Багажная служба работает отлично! Нашли мой чемодан за 1 часа.,positive
759,Спасибо за профессиональную помощь с багажом на рейсе SU334!,positive
760,Спасибо большое за помощь с поиском моего багажа! Всё нашли быстро.,positive
761,Благодарю за оперативное решение вопроса с поврежденным багажом.,positive
762,Отличная работа службы багажа! Доставили чемодан в отель в течение 10 часов.,positive
763,Отличная работа службы багажа! Доставили чемодан в отель в течение 3 часов.,positive
764,Спасибо за профессиональную помощь с багажом на рейсе SU215!,positive
765,Спасибо большое за помощь с поиском моего багажа! Всё нашли быстро.,positive
766,Багажная служба работает отлично! Нашли мой чемодан за 4 часа.,positive
767,Багажная служба работает отлично! Нашли мой чемодан за 2 часа.,positive
768,Благодарю за оперативное решение вопроса с поврежденным багажом.,positive
769,Отличная работа службы багажа! Доставили чемодан в отель в течение 3 часов.,positive
770,Спасибо за профессиональную помощь с багажом на рейсе SU216!,positive
771,Отличная работа службы багажа! Доставили чемодан в отель в течение 5 часов.,positive
772,Спасибо большое за помощь с поиском моего багажа! Всё нашли быстро.,positive
773,Отличная работа службы багажа! Доставили чемодан в отель в течение 9 часов.,positive
774,Багажная служба работает отлично! Нашли мой чемодан за 6 часа.,positive
775,Благодарю за помощь с бронированием билетов на рейс SU187!,positive
776,Забронировала билеты очень легко! Интуитивно понятный интерфейс.,positive
777,Очень довольна процессом бронирования. Всё понятно и просто.,positive
778,Забронировала билеты очень легко! Интуитивно понятный интерфейс.,positive
779,Благодарю за помощь с бронированием билетов на рейс SU572!,positive
780,Благодарю за помощь с бронированием билетов на рейс SU565!,positive
781,Очень довольна процессом бронирования. Всё понятно и просто.,positive
782,Спасибо за удобную систему бронирования. Всё прошло быстро.,positive
783,Забронировала билеты очень легко! Интуитивно понятный интерфейс.,positive
784,Спасибо за удобную систему бронирования. Всё прошло быстро.,positive
785,Очень довольна процессом бронирования. Всё понятно и просто.,positive
786,Спасибо за удобную систему бронирования. Всё прошло быстро.,positive
787,Благодарю за помощь с бронированием билетов на рейс SU630!,positive
788,Спасибо за удобную систему бронирования. Всё прошло быстро.,positive
789,Благодарю за помощь с бронированием билетов на рейс SU240!,positive
790,Очень довольна процессом бронирования. Всё понятно и просто.,positive
791,Забронировала билеты очень легко! Интуитивно понятный интерфейс.,positive
792,Отличный сервис бронирования! Купила билеты за 15 минут.,positive
793,Очень довольна процессом бронирования. Всё понятно и просто.,positive
794,Забронировала билеты очень легко! Интуитивно понятный интерфейс.,positive
795,Благодарю за помощь с бронированием билетов на рейс SU724!,positive
796,Забронировала билеты очень легко! Интуитивно понятный интерфейс.,positive
797,Благодарю за помощь с бронированием билетов на рейс SU807!,positive
798,Спасибо за удобную систему бронирования. Всё прошло быстро.,positive
799,Очень довольна процессом бронирования. Всё понятно и просто.,positive
800,Спасибо за удобную систему бронирования. Всё прошло быстро.,positive
801,Отличный сервис бронирования! Купила билеты за 36 минут.,positive
802,Спасибо за удобную систему бронирования. Всё прошло быстро.,positive
803,Очень довольна процессом бронирования. Всё понятно и просто.,positive
804,Очень довольна процессом бронирования. Всё понятно и просто.,positive
805,Благодарю за помощь с бронированием билетов на рейс SU616!,positive
806,Забронировала билеты очень легко! Интуитивно понятный интерфейс.,positive
807,"Несмотря на отмену рейса, персонал помог решить все вопросы.",positive
808,Спасибо за оперативную помощь при отмене рейса SU403. Пересадили на следующий.,positive
809,Спасибо за оперативную помощь при отмене рейса SU474. Пересадили на следующий.,positive
810,Спасибо за оперативную помощь при отмене рейса SU550. Пересадили на следующий.,positive
811,Спасибо за профессионализм при отмене рейса SU498!,positive
812,Оценила вашу заботу о пассажирах при отмене рейса.,positive
813,Спасибо за профессионализм при отмене рейса SU635!,positive
814,Оценила вашу заботу о пассажирах при отмене рейса.,positive
815,Благодарю за компенсацию и быструю пересадку на другой рейс.,positive
816,Спасибо за профессионализм при отмене рейса SU684!,positive
817,Благодарю за компенсацию и быструю пересадку на другой рейс.,positive
818,"Несмотря на отмену рейса, персонал помог решить все вопросы.",positive
819,Спасибо за профессионализм при отмене рейса SU445!,positive
820,Оценила вашу заботу о пассажирах при отмене рейса.,positive
821,"Несмотря на отмену рейса, персонал помог решить все вопросы.",positive
822,"Несмотря на отмену рейса, персонал помог решить все вопросы.",positive
823,"Несмотря на отмену рейса, персонал помог решить все вопросы.",positive
824,Спасибо за профессионализм при отмене рейса SU585!,positive
825,"Несмотря на отмену рейса, персонал помог решить все вопросы.",positive
826,"Несмотря на отмену рейса, персонал помог решить все вопросы.",positive
827,Спасибо за профессионализм при отмене рейса SU344!,positive
828,Благодарю за компенсацию и быструю пересадку на другой рейс.,positive
829,Спасибо за оперативную помощь при отмене рейса SU630. Пересадили на следующий.,positive
830,Спасибо за оперативную помощь при отмене рейса SU550. Пересадили на следующий.,positive
831,Оценила вашу заботу о пассажирах при отмене рейса.,positive
832,Спасибо за оперативную помощь при отмене рейса SU460. Пересадили на следующий.,positive
833,Спасибо за профессионализм при отмене рейса SU347!,positive
834,Спасибо за оперативную помощь при отмене рейса SU500. Пересадили на следующий.,positive
835,Спасибо за профессионализм при отмене рейса SU609!,positive
836,Оценила вашу заботу о пассажирах при отмене рейса.,positive
837,Спасибо за профессионализм при отмене рейса SU746!,positive
838,Спасибо за профессионализм при отмене рейса SU605!,positive
839,Оцениваю профессионализм команды во время задержки рейса SU313.,positive
840,Оцениваю профессионализм команды во время задержки рейса SU848.,positive
841,Спасибо за информирование о задержке рейса SU116 и организацию питания.,positive
842,"Несмотря на задержку, экипаж делал всё возможное для комфорта.",positive
843,"Несмотря на задержку, экипаж делал всё возможное для комфорта.",positive
844,"Несмотря на задержку, экипаж делал всё возможное для комфорта.",positive
845,Благодарю персонал за заботу во время задержки. Предложили напитки.,positive
846,Спасибо за информирование о задержке рейса SU897 и организацию питания.,positive
847,Спасибо за компенсацию и понимание неудобств из-за задержки.,positive
848,Спасибо за информирование о задержке рейса SU136 и организацию питания.,positive
849,Спасибо за компенсацию и понимание неудобств из-за задержки.,positive
850,Спасибо за информирование о задержке рейса SU968 и организацию питания.,positive
851,Спасибо за информирование о задержке рейса SU418 и организацию питания.,positive
852,"Несмотря на задержку, экипаж делал всё возможное для комфорта.",positive
853,Спасибо за компенсацию и понимание неудобств из-за задержки.,positive
854,"Несмотря на задержку, экипаж делал всё возможное для комфорта.",positive
855,Благодарю персонал за заботу во время задержки. Предложили напитки.,positive
856,"Несмотря на задержку, экипаж делал всё возможное для комфорта.",positive
857,Благодарю персонал за заботу во время задержки. Предложили напитки.,positive
858,Благодарю персонал за заботу во время задержки. Предложили напитки.,positive
859,Спасибо за информирование о задержке рейса SU539 и организацию питания.,positive
860,Благодарю персонал за заботу во время задержки. Предложили напитки.,positive
861,"Несмотря на задержку, экипаж делал всё возможное для комфорта.",positive
862,Спасибо за информирование о задержке рейса SU852 и организацию питания.,positive
863,Оцениваю профессионализм команды во время задержки рейса SU690.,positive
864,Спасибо за информирование о задержке рейса SU385 и организацию питания.,positive
865,"Несмотря на задержку, экипаж делал всё возможное для комфорта.",positive
866,Спасибо за компенсацию и понимание неудобств из-за задержки.,positive
867,Оцениваю профессионализм команды во время задержки рейса SU450.,positive
868,"Несмотря на задержку, экипаж делал всё возможное для комфорта.",positive
869,Оцениваю профессионализм команды во время задержки рейса SU774.,positive
870,Спасибо за компенсацию и понимание неудобств из-за задержки.,positive
871,Благодарю за понимание и оперативный возврат стоимости билета.,positive
872,Спасибо за быстрый возврат средств! Деньги вернулись за 10 дней.,positive
873,Отличная работа отдела возвратов! Всё прошло без проблем.,positive
874,Благодарю за понимание и оперативный возврат стоимости билета.,positive
875,Отличная работа отдела возвратов! Всё прошло без проблем.,positive
876,Спасибо за быстрый возврат средств! Деньги вернулись за 11 дней.,positive
877,Очень довольна процессом возврата. Всё быстро и профессионально.,positive
878,Спасибо за помощь с оформлением возврата за рейс SU377.,positive
879,Спасибо за помощь с оформлением возврата за рейс SU607.,positive
880,Спасибо за быстрый возврат средств! Деньги вернулись за 2 дней.,positive
881,Спасибо за быстрый возврат средств! Деньги вернулись за 7 дней.,positive
882,Спасибо за помощь с оформлением возврата за рейс SU417.,positive
883,Очень довольна процессом возврата. Всё быстро и профессионально.,positive
884,Отличная работа отдела возвратов! Всё прошло без проблем.,positive
885,Благодарю за понимание и оперативный возврат стоимости билета.,positive
886,Спасибо за быстрый возврат средств! Деньги вернулись за 10 дней.,positive
887,Благодарю за понимание и оперативный возврат стоимости билета.,positive
888,Очень довольна процессом возврата. Всё быстро и профессионально.,positive
889,Спасибо за помощь с оформлением возврата за рейс SU251.,positive
890,Благодарю за понимание и оперативный возврат стоимости билета.,positive
891,Очень довольна процессом возврата. Всё быстро и профессионально.,positive
892,Благодарю за понимание и оперативный возврат стоимости билета.,positive
893,Спасибо за помощь с оформлением возврата за рейс SU717.,positive
894,Отличная работа отдела возвратов! Всё прошло без проблем.,positive
895,Спасибо за быстрый возврат средств! Деньги вернулись за 11 дней.,positive
896,Благодарю за понимание и оперативный возврат стоимости билета.,positive
897,Очень довольна процессом возврата. Всё быстро и профессионально.,positive
898,Благодарю за понимание и оперативный возврат стоимости билета.,positive
899,Спасибо за быстрый возврат средств! Деньги вернулись за 14 дней.,positive
900,Спасибо за помощь с оформлением возврата за рейс SU968.,positive
901,Спасибо за помощь с оформлением возврата за рейс SU924.,positive
902,Отличная работа отдела возвратов! Всё прошло без проблем.,positive
903,Очень комфортный полет благодаря заботливому персоналу!,positive
904,Благодарю экипаж рейса SU261 за профессионализм и доброжелательность.,positive
905,Очень комфортный полет благодаря заботливому персоналу!,positive
906,Прекрасное обслуживание на рейсе SU295! Экипаж очень внимательный.,positive
907,Благодарю экипаж рейса SU812 за профессионализм и доброжелательность.,positive
908,Прекрасное обслуживание на рейсе SU221! Экипаж очень внимательный.,positive
909,Прекрасное обслуживание на рейсе SU636! Экипаж очень внимательный.,positive
910,Прекрасное обслуживание на рейсе SU120! Экипаж очень внимательный.,positive
911,Очень комфортный полет благодаря заботливому персоналу!,positive
912,Прекрасное обслуживание на рейсе SU619! Экипаж очень внимательный.,positive
913,Отличное питание на борту! Всё свежее и вкусное.,positive
914,Отличное питание на борту! Всё свежее и вкусное.,positive
915,Прекрасное обслуживание на рейсе SU762! Экипаж очень внимательный.,positive
916,Спасибо стюардессам за заботу и улыбки во время полета!,positive
917,Очень комфортный полет благодаря заботливому персоналу!,positive
918,Спасибо стюардессам за заботу и улыбки во время полета!,positive
919,Благодарю экипаж рейса SU784 за профессионализм и доброжелательность.,positive
920,Прекрасное обслуживание на рейсе SU646! Экипаж очень внимательный.,positive
921,Прекрасное обслуживание на рейсе SU991! Экипаж очень внимательный.,positive
922,Очень комфортный полет благодаря заботливому персоналу!,positive
923,Отличное питание на борту! Всё свежее и вкусное.,positive
924,Прекрасное обслуживание на рейсе SU887! Экипаж очень внимательный.,positive
925,Прекрасное обслуживание на рейсе SU521! Экипаж очень внимательный.,positive
926,Благодарю экипаж рейса SU410 за профессионализм и доброжелательность.,positive
927,Очень комфортный полет благодаря заботливому персоналу!,positive
928,Спасибо стюардессам за заботу и улыбки во время полета!,positive
929,Прекрасное обслуживание на рейсе SU598! Экипаж очень внимательный.,positive
930,Благодарю экипаж рейса SU478 за профессионализм и доброжелательность.,positive
931,Благодарю экипаж рейса SU879 за профессионализм и доброжелательность.,positive
932,Спасибо стюардессам за заботу и улыбки во время полета!,positive
933,Прекрасное обслуживание на рейсе SU559! Экипаж очень внимательный.,positive
934,Спасибо стюардессам за заботу и улыбки во время полета!,positive
935,Отличная организация процесса регистрации. Всё заняло 52 минут.,positive
936,Отличная организация процесса регистрации. Всё заняло 27 минут.,positive
937,Онлайн-регистрация на рейс SU343 прошла отлично! Очень удобно.,positive
938,Онлайн-регистрация на рейс SU740 прошла отлично! Очень удобно.,positive
939,Спасибо за быструю регистрацию! Очереди не было.,positive
940,Отличная организация процесса регистрации. Всё заняло 45 минут.,positive
941,Очень удобная система онлайн-регистрации! Рекомендую!,positive
942,Очень удобная система онлайн-регистрации! Рекомендую!,positive
943,Отличная организация процесса регистрации. Всё заняло 23 минут.,positive
944,Очень удобная система онлайн-регистрации! Рекомендую!,positive
945,Отличная организация процесса регистрации. Всё заняло 40 минут.,positive
946,Благодарю за помощь при регистрации с детьми на рейс SU152.,positive
947,Отличная организация процесса регистрации. Всё заняло 14 минут.,positive
948,Очень удобная система онлайн-регистрации! Рекомендую!,positive
949,Очень удобная система онлайн-регистрации! Рекомендую!,positive
950,Очень удобная система онлайн-регистрации! Рекомендую!,positive
951,Спасибо за быструю регистрацию! Очереди не было.,positive
952,Благодарю за помощь при регистрации с детьми на рейс SU502.,positive
953,Очень удобная система онлайн-регистрации! Рекомендую!,positive
954,Спасибо за быструю регистрацию! Очереди не было.,positive
955,Благодарю за помощь при регистрации с детьми на рейс SU992.,positive
956,Очень удобная система онлайн-регистрации! Рекомендую!,positive
957,Благодарю за помощь при регистрации с детьми на рейс SU816.,positive
958,Очень удобная система онлайн-регистрации! Рекомендую!,positive
959,Отличная организация процесса регистрации. Всё заняло 57 минут.,positive
960,Очень удобная система онлайн-регистрации! Рекомендую!,positive
961,Спасибо за быструю регистрацию! Очереди не было.,positive
962,Отличная организация процесса регистрации. Всё заняло 19 минут.,positive
963,Очень удобная система онлайн-регистрации! Рекомендую!,positive
964,Очень удобная система онлайн-регистрации! Рекомендую!,positive
965,Отличная организация процесса регистрации. Всё заняло 22 минут.,positive
966,Отличная организация процесса регистрации. Всё заняло 56 минут.,positive
967,Отличное соотношение цены и качества на рейсе SU726.,positive
968,Отличное соотношение цены и качества на рейсе SU374.,positive
969,Поймала акцию со скидкой 46%! Супер!,positive
970,Отличное соотношение цены и качества на рейсе SU784.,positive
971,Спасибо за отличные цены на рейс SU965! Очень выгодно.,positive
972,Благодарю за программу лояльности. Накопила мили и купила билет дешевле.,positive
973,Благодарю за программу лояльности. Накопила мили и купила билет дешевле.,positive
974,Поймала акцию со скидкой 32%! Супер!,positive
975,Благодарю за программу лояльности. Накопила мили и купила билет дешевле.,positive
976,Поймала акцию со скидкой 35%! Супер!,positive
977,Спасибо за отличные цены на рейс SU124! Очень выгодно.,positive
978,Благодарю за программу лояльности. Накопила мили и купила билет дешевле.,positive
979,Отличное соотношение цены и качества на рейсе SU356.,positive
980,Спасибо за отличные цены на рейс SU942! Очень выгодно.,positive
981,Спасибо за прозрачное ценообразование без скрытых платежей!,positive
982,Благодарю за программу лояльности. Накопила мили и купила билет дешевле.,positive
983,Поймала акцию со скидкой 48%! Супер!,positive
984,Отличное соотношение цены и качества на рейсе SU553.,positive
985,Поймала акцию со скидкой 44%! Супер!,positive
986,Поймала акцию со скидкой 32%! Супер!,positive
987,Спасибо за отличные цены на рейс SU821! Очень выгодно.,positive
988,Отличное соотношение цены и качества на рейсе SU308.,positive
989,Поймала акцию со скидкой 28%! Супер!,positive
990,Спасибо за прозрачное ценообразование без скрытых платежей!,positive
991,Благодарю за программу лояльности. Накопила мили и купила билет дешевле.,positive
992,Поймала акцию со скидкой 31%! Супер!,positive
993,Поймала акцию со скидкой 49%! Супер!,positive
994,Спасибо за прозрачное ценообразование без скрытых платежей!,positive
995,Спасибо за прозрачное ценообразование без скрытых платежей!,positive
996,Поймала акцию со скидкой 36%! Супер!,positive
997,Спасибо за прозрачное ценообразование без скрытых платежей!,positive
998,Благодарю за программу лояльности. Накопила мили и купила билет дешевле.,positive
999,Программа лояльности - лучшая среди авиакомпаний! Спасибо!,positive
1000,Благодарю за бонусные мили к рейсу SU319!,positive
1001,Отличная программа лояльности! Накопил мили и улетел бесплатно!,positive
1002,Очень довольна программой. Использую мили для апгрейдов.,positive
1003,Благодарю за бонусные мили к рейсу SU385!,positive
1004,Очень довольна программой. Использую мили для апгрейдов.,positive
1005,Очень довольна программой. Использую мили для апгрейдов.,positive
1006,Благодарю за бонусные мили к рейсу SU617!,positive
1007,Отличная программа лояльности! Накопил мили и улетел бесплатно!,positive
1008,Благодарю за бонусные мили к рейсу SU121!,positive
1009,Очень довольна программой. Использую мили для апгрейдов.,positive
1010,Программа лояльности - лучшая среди авиакомпаний! Спасибо!,positive
1011,Программа лояльности - лучшая среди авиакомпаний! Спасибо!,positive
1012,Очень довольна программой. Использую мили для апгрейдов.,positive
1013,Благодарю за бонусные мили к рейсу SU275!,positive
1014,Благодарю за бонусные мили к рейсу SU369!,positive
1015,Программа лояльности - лучшая среди авиакомпаний! Спасибо!,positive
1016,Программа лояльности - лучшая среди авиакомпаний! Спасибо!,positive
1017,Спасибо за повышение статуса! Привилегии действительно стоящие.,positive
1018,Спасибо за повышение статуса! Привилегии действительно стоящие.,positive
1019,Спасибо за повышение статуса! Привилегии действительно стоящие.,positive
1020,Программа лояльности - лучшая среди авиакомпаний! Спасибо!,positive
1021,Благодарю за бонусные мили к рейсу SU794!,positive
1022,Программа лояльности - лучшая среди авиакомпаний! Спасибо!,positive
1023,Спасибо за повышение статуса! Привилегии действительно стоящие.,positive
1024,Программа лояльности - лучшая среди авиакомпаний! Спасибо!,positive
1025,Спасибо за повышение статуса! Привилегии действительно стоящие.,positive
1026,Благодарю за бонусные мили к рейсу SU581!,positive
1027,Благодарю за бонусные мили к рейсу SU297!,positive
1028,Программа лояльности - лучшая среди авиакомпаний! Спасибо!,positive
1029,Очень довольна программой. Использую мили для апгрейдов.,positive
1030,Спасибо за компенсацию и извинения. Вопрос решен.,positive
1031,Приятно удивлена качеством обработки обратной связи!,positive
1032,Благодарю за внимание к проблеме и решение вопроса.,positive
1033,Благодарю за внимание к проблеме и решение вопроса.,positive
1034,Благодарю за внимание к проблеме и решение вопроса.,positive
1035,Оцениваю профессиональную работу отдела по работе с жалобами.,positive
1036,Приятно удивлена качеством обработки обратной связи!,positive
1037,Спасибо за оперативное рассмотрение моей жалобы!,positive
1038,Спасибо за оперативное рассмотрение моей жалобы!,positive
1039,Спасибо за оперативное рассмотрение моей жалобы!,positive
1040,Приятно удивлена качеством обработки обратной связи!,positive
1041,Спасибо за оперативное рассмотрение моей жалобы!,positive
1042,Оцениваю профессиональную работу отдела по работе с жалобами.,positive
1043,Приятно удивлена качеством обработки обратной связи!,positive
1044,Приятно удивлена качеством обработки обратной связи!,positive
1045,Спасибо за компенсацию и извинения. Вопрос решен.,positive
1046,Оцениваю профессиональную работу отдела по работе с жалобами.,positive
1047,Оцениваю профессиональную работу отдела по работе с жалобами.,positive
1048,Спасибо за компенсацию и извинения. Вопрос решен.,positive
1049,Спасибо за оперативное рассмотрение моей жалобы!,positive
1050,Благодарю за внимание к проблеме и решение вопроса.,positive
1051,Приятно удивлена качеством обработки обратной связи!,positive
1052,Спасибо за компенсацию и извинения. Вопрос решен.,positive
1053,Благодарю за внимание к проблеме и решение вопроса.,positive
1054,Приятно удивлена качеством обработки обратной связи!,positive
1055,Спасибо за оперативное рассмотрение моей жалобы!,positive
1056,Спасибо за оперативное рассмотрение моей жалобы!,positive
1057,Приятно удивлена качеством обработки обратной связи!,positive
1058,Спасибо за компенсацию и извинения. Вопрос решен.,positive
1059,Оцениваю профессиональную работу отдела по работе с жалобами.,positive
1060,Оцениваю профессиональную работу отдела по работе с жалобами.,positive
